,MA_ID,REF_ID,Authors,Title,Year,DOI,Lat,Long,country2
118,JB044,JB044_088,Li Z, Effects of combined application of organic and chemical fertilizers on yield and quality of winter wheat yield and summar maize,2013,,NA,NA,China
119,JB044,JB044_033,"Tu R F, Fan J B, He Y Q", Effects of combined application of organic and inorganic fertilizers on peanut's yield and nutrients uptakes and dynamic change of available nutrients in red soil,2013,,NA,NA,China
120,JB044,JB044_031,"Zhagn X Z, Gao H J,Peng C, Li Q, Zhu P", Effects of combined application of organic manure and chemical fertilizer on maize yield and nitrogen utilization under equal nitrogen rates,2012,,NA,NA,China
121,JB044,JB044_059,Feng L J, Effects of combined organic and inorganic fertilizer on soil enviroment and vegetalbel growth,2011,,NA,NA,China
122,JB044,JB044_042,"He H, Wei C Z, Li J H, Zhagn Y T"," Effects of commercial organic fertilizer replacing partial chemical fertilizer on maize growth, yield and soil fertility",2019,,NA,NA,China
123,JB188,JB188_32,"Ingels, C. A., Scow, K. M., Whisson, D. A. , & Drenovsky, R. E. "," Effects of cover crops on grapevines, yield, juice composition, soil microbial ecology, and gopher activity",2005,,NA,NA,USA
124,JB044,JB044_012,"Wang G Q, Xue S H, Peng J, Sun H M, Xie D F", Effects of different fertilization treatments on yield of Tibetan Highland barley and soil structure,2017,,NA,NA,China
125,JB044,JB044_099,"Xu Y L, Tang H M, Cheng A W, Li Y F, Li Y, He W, Hu S J, Wang Y P", Effects of different long-term fertilizer managements on soil nutrients and rice yield in double croppiing paddy field,2017,,NA,NA,China
126,JB044,JB044_026,Sun J M, Effects of different manures on soil nitrogen distribution and corn yield,2016,,NA,NA,China
127,JB044,JB044_015,Wei S Q, Effects of different nutrient management on nitrogen leaching loss from purple soil,2010,,NA,NA,China
128,JB044,JB044_020,"Rong Q L, Liang G Q, Zhou W, Liu D H, Wang X B, Sun J W, Li S L, Hu C", Effects of different organic fertilization on fertility and enzyme activities of yellow clayey soil,2014,,NA,NA,China
129,JB044,JB044_021,"Zhang P D, Wang H P, Zhang Q, Liao Y Y,Luo T", Effects of different organic fertilizers on yield and quality of radish and soil fertility,2012,,NA,NA,China
130,JB044,JB044_022,"Zang X P, Ma W H, Zhou Z X, Wei, Z B, Zhong S, Zuo D X, Liu Y X", Effects of different organic fertilizers on Zizyphus mauritianan Lam,2014,,NA,NA,China
131,JB044,JB044_024,Zeng X N, Effects of different organic manure application and inorganic fertilizer on fertility of degenerative black soils,2014,,NA,NA,China
132,JB044,JB044_083,"Liu H J,Chen Q W, Sun G F, Chen L G, Zheng J C", Effects of different organic-inorganic fertilizer combination ratios on rice yield and nutrient loss with surface runoff,2017,,NA,NA,China
133,JB044,JB044_034,Fu T X, Effects of different organic-inorganic fertilizer treatment on rice yield and soil fertility,2016,,NA,NA,China
134,JB044,JB044_040,"Wang J D, Zhang H, Zhang Y C, Xu X J, Ning Y W, Ma H B, Chen J", Effects of different ratios of chicken manure N on organic matter accumulation and acidification of paddy soils,2014,,NA,NA,China
135,JB044,JB044_009,"Guan T X, Ma G T,Zhang T, Jing G M", Effects of different types of livestock manure on pepper yield and enzyme activities in rhizosphere soils,2018,,NA,NA,China
136,FEB23_502,FEB23_502_12,Bï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿, Effects of experimental rainfall manipulations on Chihuahuan Desert grassland and shrubland plant communities,2013,https://doi.org/10.1007/s00442-012-2552-0,NA,NA,
137,JB044,JB044_122,"Qiu S L, Wang L M,Huang D F, Lin X J"," Effects of fertilization regimes on tea yields, soil fertility, and soil microbial diversity",2014,,NA,NA,China
138,JB044,JB044_046,Guan G, Effects of fertilizer application modes on yield and nutrient uptake of rice and wheat and soil biological properties,2012,,NA,NA,China
139,JB152,JB152_03,Pardini , Effects of forest fragmentation on small mammals in an Atlantic Forest landscape,2004,,NA,NA,Brazil
140,JB044,JB044_014,Liu Z X, Effects of irrigation and nitrogen on physical and chemical properties and microbiologic properties of soil on summer corn field,2015,,NA,NA,China
141,JB044,JB044_082,"Zhen L J, Zeng G Y, Wang P F", Effects of long-term application of organic fertilizer and chemical fertilizer on rice yield and soil nutrient,2001,,NA,NA,China
142,JB044,JB044_095,Li C X, Effects of long-term fertilization on corn productivity and soil fertility as well as mechanisms under upland red soil subtropical China,2009,,NA,NA,China
143,JB044,JB044_094,"Gao H J, Peng C, Zhang X Z, Li Q, Zhu P"," Effects of long-term fertilization on maize yield, active organic matter and pH value of black soil",2014,,NA,NA,China
144,JB044,JB044_097,"Li T J, Peng B F, Yang Q Y", Effects of long-term fertilization on organic carbon and nitrogen accumualtion and activity in a paddy soil in double cropping rice area in Dongting Lake of China,2015,,NA,NA,China
145,JB044,JB044_092,Zhang S Y, Effects of long-term fertilization on soil fertility and microbial diversity of continuous cropping peanut,2017,,NA,NA,China
146,JB044,JB044_089,Yan X," Effects of long-term fertilization on soil fertility, organic carbon pools and soil aggregation in paddy soil and upland red soil",2013,,NA,NA,China
147,JB044,JB044_093,"Zhang Y R, Li Y, Liu Y L, Zhang W A, Jiang T M", Effects of long-term fertilization on soil organic carbon balance and maize yield in Yellow soil,2016,,NA,NA,China
148,JB044,JB044_116,"Xia Z L, Gou J Y, Peng Y L, Ma G Y, Han X B, Liu J, Zhao J"," Effects of long-term fertilization on tobacco planting soil, yield and quality of flue-cured tobacco",2017,,NA,NA,China
149,JB044,JB044_090,"Yang Y, Zhang S L, Yang X Y", Effects of long-term fertilization on winter wheat yield and soil nutrients in rainfed loess soil,2018,,NA,NA,China
150,JB044,JB044_117,Li H, Effects of long-term fertilization regimes on changes of microbial biomass carbon and nitrogen and enzyme activity,2011,,NA,NA,China
151,JB044,JB044_123,Li C Xï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï," Effects of long-term organic fertilization on soil microbiologic characteristics, yield and sustainable production of winter wheat",2018,,NA,NA,China
152,JB044,JB044_118,"Han X Z, Wang F X, Wang F J, Zou W X", Effects of long-term organic manure application on crop yield and fertility of black soil,2010,,NA,NA,China
153,JB044,JB044_125,"Zhou Z C, Gan Z T, Shangguan Z P, Zhang F P", Effects of long-term repeated mineral and organic fertilizer applications on soilorganic carbon and total nitrogen in a semi-arid cropland,2013,,NA,NA,China
154,JB044,JB044_104,Liang Y Z, Effects of manure combined with inorganic fertilizer on the characteristic of soil microbiology and fertility,2017,,NA,NA,China
155,FEB23_169,FEB23_169_37,"Liu W, Jiang Y, Wang G, Su Y, Smoak JM, Liu M, Duan B ", Effects of N addition and clipping on above and belowground plant biomass soil microbial community structure and function in an alpine meadow on the Qinghai-Tibetan Plateau,2021,,33.4,102.5,China
156,JB188,JB188_24,"Danne, A. , Thomson, L. J. , Sharley, D. J. , Penfold, C. M., & Hoffmann, A. A. ", Effects of Native Grass Cover Crops on Beneficial and Pest Invertebrates in Australian Vineyards,2010,http: doi.org 10.1603 EN09144,NA,NA,Australia
157,FEB23_169,FEB23_169_75,"Zeng, D.-H., Li, L.-J., Fahey, T.J., Yu, Z.-Y., Fan, Z.-P. & Chen, F.-S. ", Effects of nitrogen addition on vegetation and ecosystem carbon in a semi-arid grassland,2010,https://doi.org/10.1007/s10533-009-9385-x,43,122.4,
158,FEB23_169,FEB23_169_33,"Li, J.H., Yang, Y.J., Li, B.W., Li, W.J., Wang, G. & Knops, J.M.H. ", Effects of Nitrogen and Phosphorus Fertilization on Soil Carbon Fractions in Alpine Meadows on the Qinghai-Tibetan Plateau,2014,https://doi.org/10.1371/journal.pone.0103266,34.9,102.9,China
159,JB044,JB044_087,"Zhou Y, Li Y M, Fan M P, Wang Z L, Xu Z, Zhang D, Zhao J X"," Effects of nitrogen in organic manure replacing chemical nitrogenous fertilizer on aggregates of red soil, maize yield and quality",2019,,NA,NA,China
160,FEB23_169,FEB23_169_08,"Bobbink, R. ", Effects of Nutrient Enrichment in Dutch Chalk Grassland,1991,10.2307/2404111,50.9,5.9,
161,FEB23_169,FEB23_169_39,"Ludwig, F., de Kroon, H., Prins, H.H.T. & Berendse, F. ", Effects of nutrients and shade on tree-grass interactions in an East African savanna,2001,https://doi.org/10.2307/3237009,-4,37,
162,JB044,JB044_079,"Zhang J J, Dign W C, Ai C, Cui R Z, Li M Y, Jin C W, Xu X P, He P", Effects of optimum fertilization practices on yield and nutrient use efficiency of radish,2019,,NA,NA,China
163,JB044,JB044_060,Wang F, Effects of organic amendments on soil fertility and plant growth,2014,,NA,NA,China
164,JB044,JB044_017,"Luo H, Li M, Song H R, Hao Y J, Zhang L Z", Effects of organic fertilization on fruit yield and quality of Feicheng peach,2012,,NA,NA,China
165,JB044,JB044_141,"Guan J X, Wang Z Y, Wang B R, Liu S J", Effects of organic fertilizer on red soil upland maize yield and soil properities,2016,,NA,NA,China
166,JB044,JB044_075,Li X, Effects of organic fertilizers on yield and quality of rice grains and nutrient leaching loss from paddy,2010,,NA,NA,China
167,JB044,JB044_062,Zhao J W, Effects of organic manure and inorganic fertilizer combination on increasing fertility of black soil,2009,,NA,NA,China
168,JB044,JB044_073,"Wang Y L, Wu P N, Li P F, Wang X N, Zhu X", Effects of organic manure combined with nitrogen fertilizer on spring maize yield and soil fertility under drip irrigation,2019,,NA,NA,China
169,JB044,JB044_086,"Ha L H S YB,Li Q J, Zhang Y"," Effects of organic manure nitrogen replacing chemical fertilizer nitrogen on cotton nutrient uptake, nitrogen utilization effiency and yield",2019,,NA,NA,China
170,JB044,JB044_071,"Zhao J, Li Y, Ran W, Zhang R F, Shen B, Shen Q R", Effects of organic manure partial substitution for chemical fertilizer on crop yield and soil microbiome in a rice-wheat cropping system,2016,,NA,NA,China
171,JB044,JB044_085,"Huang Z H, Cao G J, Ceng Y H, Pan J Z, Xing W M", Effects of organic manure partial substitution for chemical N fertilizer on the dynamic change of soil nitrate N and maize yield,2019,,NA,NA,China
172,JB044,JB044_039,Li J, Effects of organic materials on nutrient uptake and utilization in maize and nitrogen content in soil,2014,,NA,NA,China
173,JB044,JB044_074,"Meng L, Zhang X L, Jiang X F, Huang Q W, Xu Y C, Yang X M, Shen Q R", Effects of partial mineral nitrogen substitution by organic fertilizer nitrogen on the yields of rice grains and its proper substitution rate,2009,,NA,NA,China
174,JB044,JB044_066,"Liu Z B, Su A P, Liu G R, Li Z Z, Zhang W X, Yuan F S, Hu Q F", Effects of partial replacement of chemical fertilizer by organic manure on rice yield and soil nutrient in double cropping system,2018,,NA,NA,China
175,JB044,JB044_084,Qin R L, Effects of partial subtitution of chemical fertilizer with organic amendments on microbial characteristics of soil aggregates in greenhouse vegetable productio,2018,,NA,NA,China
176,JB188,JB188_07,"Belmonte, S. A., celi, L., Stanchi, S., Said-Pullicino, D., Zanini, E., & Bonifacio, E. ", Effects of permanent grass versus tillage on aggregation and organic matter dynamics in a poorly developed vineyard soil,2016,http://d0i.org/10.1071 SR15277,NA,NA,Italy
177,JB044,JB044_106,"Sun G F, Zheng J C, Chen L G, Sheng Q, Zhou W, Xu W S", Effects of pig and slurry application on soil characteristics and rice yield,2013,,NA,NA,China
178,JB044,JB044_107,"Wu H S, Guo D J, Ma Y, Chang Z Z", Effects of pig manure-biogas slurry application on soil ammonia volatilization and maize output and qualtiy,2012,,NA,NA,China
179,FEB23_502,FEB23_502_22,"Chen, Q., Hooper, D. U., Li, H., Gong, X. Y., Peng, F., Wang, H., Dittert, K. & Lin, S. ", Effects of resource addition on recovery of production and plant functional composition in degraded semiarid grasslands,2017,https://doi.org/10.1007/s00442-017-3834-3,NA,NA,
180,JB044,JB044_064,"Shen B T, Zhang X Q, Chen H, Jiang X C, Li X L, Wang J F, Xiao X", Effects of substituting organic fertilizer for chemical fertilzer on wheat yield and soil nutrient and enzyme activity,2019,,NA,NA,China
181,JB044,JB044_081,"Xie J H, Chai Q, Li L L, Zhang R Z, Wang L L, Liu C", Effects of the substitutioin of inorganic nitrogen by organic nitrogen fertilizer on maize grain yield and water and nitrogen use efficiency under plastic film fully mulched ridge-furrow in semi-arid area,2019,,NA,NA,China
182,JB044,JB044_007,Zhao Y," Effects of tillage and fertilization on soil water, quality and crop yield in newly-bulit terraces",2018,,NA,NA,China
183,JB188,JB188_45,"Muscas, E. , Cocco, A., Mercenaro, L. , Cabras, M., Lentini, A. , Porqueddu, C. , & Nieddu, G. "," Effects of vineyard floor cover crops on grapevine vigor, Yield, and fruit quality, and the development of the vine mealybug under a Mediterranean climate",2017,http: doi.org 10.1016 j.agee.2016.12.035 ,NA,NA,Italy
184,JB188,JB188_12,"Bruggisser, O. T., Schmidt-Entling, M. H. , & Bacher, S. ", Effects of vineyard management on biodiversity at three trophie levels,2010,http://d0i.org/10.1016/j.biocon.2010.03.034,NA,NA,Switzerland
185,FEB23_169,FEB23_169_68,"Xu, Z., Wan, S., Ren, H., Han, X., Li, M.-H., Cheng, W. & Jiang, Y. ", Effects of Water and Nitrogen Addition on Species Turnover in Temperate Grasslands in Northern China,2012,https://doi.org/10.1371/journal.pone.0039762,42,116.3,China
186,JB152,JB152_29,Coltri et al," Empirical models to predict LAI and aboveground biomass of Coffea arabica under full sun and shaded plantation: a case study of South of Minas Gerais, Brazil",2015,,NA,NA,Brazil
187,JB188,JB188_36,"Kehinde, T., & Samways, M. ", Endemic pollinator response to organic vs,2012,https: doi.org/10.1016 j.agee.2011.10.020,NA,NA,South Africa
188,FEB23_502,FEB23_502_15,"Xu, Z. W., Ren, H. Y., Li, M. H., van Ruijven, J., Han, X. G., Wan, S. Q., Li, H., Yu, Q., Jiang, Y. & Jiang, L. ", Environmental changes drive the temporal stability of semiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2015,https://doi.org/10.1111/1365-2745.12441,NA,NA,
189,JB152,JB152_60,Ramos et al , Environmental filtering of agroforestry systems reduces the risk of biological invasion,2015,,NA,NA,Brazil
190,JB188,JB188_49,"Ovalle, C. , del Pozo, A. , Peoples, M. B. , & Lavin, A. ", Estimating the contribution of nitrogen from legume cover crops to the nitrogen nutrition of grapevines using a ISN dilution technique,2010,http: doi.org/10.1007 sl 1104-0100379-1,NA,NA,Chile
191,JB152,JB152_17,Silva et al , Estoque de Serapilheira e Atividade Microbiana em Solo sob Sistemas Agroflorestais,2012,,NA,NA,Brazil
192,FEB23_502,FEB23_502_38,"Piao, S. L., Sitch, S., Ciais, P., Friedlingstein, P., Peylin, P., Wang, X. H., Ahlstrï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½", Evaluation of terrestrial carbon cycle models for their response to climate variability and to CO2 trends,2013,https://doi.org/10.1111/gcb.12187,NA,NA,
199,JB152,JB152_56,Zaia et al , Fï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2008,,NA,NA,Brazil
193,JB044,JB044_041,He C C, Feature of soil aggregates and microorganism community under organic and inorganic fertilizer application in winter wheat-summer maize system,2017,,NA,NA,China
194,FEB23_169,FEB23_169_02,"Augustine, D.J., McNaughton, S.J. & Frank, D.A. ", Feedbacks between soil nutrients and large herbivores in a managed savanna ecosystem,2003,https://doi.org/10.1890/02-5283,0.3,37.9,
195,JB044,JB044_010,"Yang H F, Fan J F, Jie Y L, Li J", Fertilization effects on soil fertility and crop yield under different cultivation patterns in protected fields,2006,,NA,NA,China
196,FEB23_224,FEB23_224_37,"Obiri BD, Bright GA, McDonald MA, Anglaaere LC, and Cobbina J ", Financial analysis of shaded cocoa in Ghana ,2007,,NA,NA,Ghana
197,FEB23_169,FEB23_169_05,"Beltman, B., Willems, J. H., & Gï¿½ï¿½ï¿½ï¿½", Flood events overrule fertiliser effects on biomass production and species richness in riverine grasslands,2007,https://doi.org/10.1111/j.1654-1103.2007.tb02576.x,52,5.4,
198,FEB23_502,FEB23_502_09,"Knapp, A., Briggs, J. & Koelliker, J. ", Frequency and extent of water limitation to primary production in a mesic temperate grassland,2001,https://doi.org/10.1007/s100210000057,NA,NA,
200,JB188,JB188_63,"Rusch, A. , Delbac, L. , & Thiï¿½ï¿½ï¿", Grape moth density in Bordeaux vineyards depends on local habitat management despite effects of landscape heterogeneity on their,2017,,NA,NA,France
201,JB188,JB188_21,"Costello, M. J. "," Grapevine and Soil Water Relations with Nodding Needlegrass Nassella cernua), a California Native Grass, as a Cover Crop",2010,,NA,NA,USA
202,JB188,JB188_44,"Morlat, R. , & Jacquet, A. ", Grapevine root system and soil characteristics in a vineyard maintained long-term with or without interrow sward,2003,,NA,NA,France
203,FEB23_502,FEB23_502_28,"You, C. M., Wu, F. Z., Gan, Y. M., Yang, W. Q., Hu, Z. M., Xu, Z. F., Tan, B., Liu, L. & Ni, X. Y. ", Grass and forbs respond differently to nitrogen addition: A meta-analysis of global grassland ecosystems,2017,https://doi.org/10.1038/s41598-017-01728-x,NA,NA,
204,FEB23_169,FEB23_169_32,"Li, J., Zhang, C., Yang, Z., Guo, H., Zhou, X. & Du, G. ", Grazing and fertilization influence plant species richness via direct and indirect pathways in an alpine meadow of the eastern Tibetan Plateau,2017,https://doi.org/10.1111/gfs.12232,36,101.9,China
205,JB152,JB152_25,Campanha et al ," Growth and yield of coffee plants in agroforestry and monoculture systems in Minas Gerais, Brazil",2004,,NA,NA,Brazil
206,JB188,JB188_22,"Costello, M. J. ", Growth and yield of cultivated grape with native perennial grasses nodding needlegrass or California barley as cover crops,2010,,NA,NA,USA
207,JB152,JB152_59,Favreto et al , Growth of Euterpe edulis Mart (Arecaceae) under forest and agroforestry in southern Brazil,2010,,NA,NA,Brazil
208,FEB23_169,FEB23_169_11,"Brancaleoni, L. & Gerdol, R. ", Habitat-dependent interactive effects of a heatwave and experimental fertilization on the vegetation of an alpine mire,2014,https://doi.org/10.1111/jvs.12085.,46.4,11.7,
209,FEB23_502,FEB23_502_33,"Ciemer, C., Boers, N., Hirota, M., Kurths, J., Mï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½", Higher resilience to climatic disturbances in tropical vegetation exposed to more variable rainfall,2019,https://doi.org/10.1038/s41561-019-0312-z,NA,NA,
210,JB188,JB188_18,"Coll, P. , Le Cadre, E., & Villenave, C. "," How are nematode communities affected during a conversion from conventional to organic farming in southern French vineyards? Nematology, 16, 665-676",2012,http: doi.org/10.1163,NA,NA,France
